customer_id,cc_num
296,2286236465059468
297,30143535920989
298,3587044315915002
299,30371006069917
300,4292743669224718067
301,6554245334757802
302,501831082224
303,3546674063249004
304,4471568287204
305,2288748891690227
306,2254917871818484
307,6593939509150446
308,4464457352619
309,3552581383553463
310,4952583804639909
311,5501083170975659
312,4836998673805450
313,4155021259183870
314,3575540972310993
315,30407675418785
316,30030380240193
317,180036456789979
318,4661996144291811856
319,213102873001603
320,4328928491302401
321,4798937978667559470
322,4933461930348832
323,4003771737807706
324,6011149206456997
325,30042378430132
326,213157767990030
327,4736845434667908128
328,4742883543039288059
329,4128730454058057622
330,2269768987945882
331,4497913965512794052
332,4158945090781624
333,213161293389774
334,370348764075623
335,4277232699798846
336,378278619832195
337,5388659976630693
338,6011148190095209
339,4951647200979051
340,30153452207526
341,4451438912406400
342,38530489946071
343,676248282243
344,345832460465610
345,3540210836308425
346,3513285035244624
347,4467456915153312231
348,4756039869079882102
349,342952484382519
350,30491348102802
351,6011382886333463
352,4006047418382
353,639030014711
354,4063094974360571498
355,3595192916105588
356,561942763351
357,3560725013359375
358,6501313409525696
359,3527536963490470
360,5359543825610251
361,5596347693144598
362,3554849923339851
363,30290551782700
364,213163860545705
365,6011975266774121
366,30181367542315
367,4807552641361
368,3504178999463051
369,30238755902988
370,3517814635263522
371,4585132874641
372,676326610042
373,639023984367
374,2229378226512508
375,213173753804333
376,4640395708703
377,3590736522064285
378,2297447006766555
379,36581538659449
380,630425673344
381,676173792455
382,60423098130
383,4514242065619750
384,3567697931646329
385,676298633337
386,6011381817520024
387,4378993458389626
388,501828204849
389,3572976568630035
390,30175986190993
391,378904938837132
392,3561963695236764
393,3551217896304745
394,213136802746375
395,2512312531485080
396,6528911529051375
397,3501942333500073
398,4220495028289516646
399,36153880429415
400,2231186809828225
401,180046617132290
402,3540862542587229
403,30434173205605
404,6011109736646996
405,4783226709001
406,6011603272871604
407,38580485618059
408,30029052116970
409,581508178315
410,4259996134423
411,6011626928491360
412,60427851591
413,3597337756918966
414,6011542681743618
415,3559679414981506
416,4879265611163287
417,4599285557366057
418,371284424780634
419,30135235368675
420,30197398657930
421,3598304579370089
422,501899453424
423,4010002218955876
424,4254074738931278
425,581293083266
426,3538520143479972
427,4503101193493052864
428,344709867813900
429,6597248210463122
430,675990301623
431,213120463918358
432,4777065439639721
433,378858024506425
434,4715741951931168360
435,30234966027947
436,30428204673351
437,341542810616333
438,4247921790666
439,4067137330196900
440,2576709887791552
441,30343344410970
442,30044330818990
443,502038091380
444,3523898249167098
445,30230540139182
446,4536996888716062123
447,3533800906065217
448,3560697798177746
449,2252055259910912
450,3568255211412877
451,371226440126102
452,630424987505
453,4104312520615374
454,630484879808
455,6540981358631302
456,4681601008538160
457,3526826139003047
458,2706977570537524
459,4210078554961359092
460,4482427013979020
461,4025612008285111
462,573860193545
463,30026790933302
464,2229824890647120
465,4149635823017
466,676281772837
467,4424338559877976
468,30131826429364
469,6544734391390261
470,630471368021
471,4239436242473
472,372382441451095
473,3566373869538620
474,2720894374956739
475,370877495212014
476,3596357274378601
477,4708992452821239
478,2450829271795901
479,343472729187663
480,30263540414123
481,3592931352252641
482,342319985983023
483,372509258176510
484,30266994494236
485,6011917798331152
486,30248898834493
487,3556613125071656
488,340951438290556
489,6538891242532018
490,3535808924394848
491,4379260813815979609
492,580954173374
493,676234256292
494,6011652924285713
495,6011348830550197
496,584673555952
497,4070511711385545
498,4561546772499
499,676369110710
500,4653178848915023204
501,6011681934117244
502,38295635583927
503,370612217861404
504,4488941175228467
505,4634955908138648
506,4861310130652566408
507,4450831335606294
508,630469040731
509,503848303379
510,371034293500716
511,568279015842
512,3506040590383211
513,375904527651269
514,4500002361389
515,4874017206859125
516,2274911989136158
517,2657850734909997
518,4518350514020532
519,4428154703770710
520,342351256941125
521,4066595222529
522,675945690716
523,4584931703207308232
524,676275912597
525,3536818734263520
526,3540075240003197
527,4841313716651064
528,3583293909206278
529,3500165543009955
530,3560797065840735
531,213178765398315
532,345933964507467
533,4890424426862856940
534,502049568400
535,38014427445058
536,376656886990758
537,4904681492230012
538,4301028321766222513
539,6592243974328236
540,180094419304907
541,30551643947183
542,4440581794652
543,347612609554823
544,6526777409109795
545,2383461948823908
546,213198837352314
547,6011679934075347
548,4430881574719618
549,3587960728692500
550,4476840372112
551,30560609640617
552,6592861994408652
553,3525590521269779
554,4635330563105903
555,3576021480694169
556,60490596305
557,3598014571045296
558,4996263498048679
559,3545109339866548
560,5154903938030655
561,213161869125933
562,36722699017270
563,5127412150261034
564,4069975342931683
565,60416207185
566,4810789809665942990
567,4223708906367574214
568,3589255887819806
569,3599237318576484
570,4613314721966
571,30518196150127
572,4181833256558613886
573,6564459919350820
574,4173950183554608
575,4003989662068504
576,4412720572684931
577,3577794103155425
578,4451952084362894
579,3520550088202337
580,2283743876903625
581,180046765320457
582,4294930380592
583,3549202406645667
584,343668971234893
585,371009169330125
586,4755696071492
587,30596478689301
588,4228411452607671
589,4792627764422477317
590,4344955088481397
591,3582754887089201
592,5289285402893489
593,376445266762684
594,4908846471916297
595,342035762534413
596,4335531783520911
597,3513618443244549
598,3573030041201292
599,3591919803438423
600,6011948324228984
601,4601636330889
602,4605902936394
603,30364087349027
604,180084576295055
605,630451534402
606,4102003771126577611
607,4191109180926792
608,30501624614310
609,676309913934
610,375848982312810
611,6547670341037171
612,6538441737335434
613,3560318482131952
614,3585052663373890
615,5130484058948421
616,2248348993063230
617,377113842678100
618,2288813824604479
619,4189814094741
620,4809701904914
621,345389171551808
622,6595970453799027
623,3586008444788268
624,2610529083834453
625,6526448584969862
626,346273234529002
627,4292902571056973207
628,2719496466799416
629,3524574586339330
630,639095706599
631,6506116513503136
632,4788103653396
633,4633065159406313
634,4306630852918
635,180081032825079
636,180058696935600
637,4169759661243568
638,4917187576956394
639,213191402330021
640,4294040533480516
641,3508104404056005
642,38052002992326
643,180049032966888
644,4208110975550360171
645,4446368897795790
646,6011366578560244
647,4501449508569485
648,4990494243023
649,4312133045694601139
650,213174467670432
651,4810839835482794272
652,3530503964418806
653,3544606805704278
654,6011724471098086
655,6011706277606006
656,6011305591981276
657,2254799658404120
658,565399283797
659,4170689372027579
660,4158758517677931
661,583699482621
662,344342339068828
663,3518669219150142
664,3597980945245815
665,3563837241599446
666,375974680629816
667,2291163933867244
668,4610050989831291
669,30546453310167
670,3585740823295298
671,3533012926413100
672,4342532437704183
673,4859525594182537
674,4477156602511939689
675,4561368699336875
676,36192615525683
677,180046165512893
678,3517527805128735
679,676102124465
680,213148039875802
681,3560246577314524
682,4497451418073897078
683,4044436772018844508
684,4384910379661778
685,3528407217576457
686,3597926034019603
687,2222001896600109
688,30510856607165
689,6011399591920186
690,5152054598359927
691,4822367783500458
692,4906628655840914250
693,6011693194885790
694,370818583810103
695,4629451965224809
696,346208242862904
697,567868110212
698,4900628639996
699,180018375329178
700,213114122496591
701,3502377050801561
702,675961917837
703,3547574373318979
704,4550599031376731
705,6539653032686894
706,30235438713303
707,3551512895305309
708,4358137750029944984
709,4365382885912355
710,4658117080136
711,30360260465747
712,4425161475596168
713,676148621961
714,30199621383748
715,30373802285317
716,3589289942931264
717,4266200684857219
718,4158008602445
719,4179719215697782
720,3559723917628303
721,6523180720198790
722,180084695172649
723,4226219726886852999
724,343746486082492
725,180047222886866
726,577588686219
727,6011581063717667
728,3500969075198072
729,213113338379864
730,4209696857872688515
731,4462038234743679432
732,30103132002433
733,3542162746848552
734,3564182536169293
735,6011329966782895
736,6011477612335392
737,375082648741747
738,2227671554547514
739,4725673654161314
740,180017442990269
741,3521417320836166
742,6502195877055606
743,3598634130286287
744,2296006538441789
745,4244953610136705533
746,3512365128314616
747,676314217768
748,371683116218417
749,676308307625
750,4005676619255478
751,180031190491743
752,4279161831637
753,213199865312311
754,30143713661454
755,371985236239474
756,372520049757633
757,5540636818935089
758,4509922033272157
759,376944481517097
760,4917226033950
761,213107169859697
762,639077309909
763,376012912828093
764,3562264947797243
765,4377338765909719
766,3565196229855512
767,4587577161160601
768,3566875419572867
769,4764202053279782
770,30033162392091
771,30446018552504
772,3557442674264531
773,4689147265057948423
774,4855488158131690372
775,3523843138706408
776,573283817795
777,560881134780
778,180064817343047
779,30118423745458
780,2256234701263057
781,3577596616955856
782,213153151785052
783,180056173248083
784,4972228199573984
785,379897244598068
786,4092452671396169678
787,340187018810220
788,30518206766474
789,3529597930342630
790,4682744518117239
791,4427805710168
792,30427035050508
793,38797410705641
794,4961003488432306
795,4878364946692291
796,4348786085525522
797,4824023901222438
798,570273151375
799,4040099974063068803
800,4124536010991657
801,2454076758463217
802,4178097073221156
803,4800395067176717
804,373043435942726
805,6524376634971418
806,4260128500325
807,4980323467523543940
808,4128027264554082
809,3565414434959494
810,4657269323674365
811,4390966588600992777
812,4651007077623147
813,3576144910346950
814,213186334552049
815,3550554389581384
816,3576511691045060
817,4989847570577635369
818,3534718226968689
819,30150717898388
820,30357372465631
821,5580563567307107
822,3586955669388457
823,30541100351706
824,3513506355699497
825,2714019737356678
826,4103158249977
827,213155997615567
828,3564839259330465
829,377993105397617
830,4026222041577
831,38544312728630
832,30570197515105
833,4839043708100390
834,3579200383632826
835,213125815021702
836,4670613943676271
837,3567527758368741
838,3562679455732797
839,376262134119629
840,2222157926772399
841,4957924165498
842,340103199302564
843,6011197122270059
844,3581130339108561
845,3537797820923602
846,180011453250192
847,348253506557335
848,379141394109214
849,4760122961662
850,4383521454815
851,4713464490314802
852,6596735789587928
853,6011252220172077
854,4555104582813474
855,375237305371366
856,675909898057
857,3531606252458308
858,4973530368125489546
859,3554818239968984
860,571314334723
861,371284100299909
862,676292294938
863,30408301059761
864,4426075337087318654
865,4570636521433188
866,4935858973307492
867,60422928733
868,4308156300921054
869,3593399694467427
870,2280870154157385
871,6569097840281287
872,4195832462863385
873,3528231451607350
874,676118385837
875,4874006077381178
876,3576281490078437
877,4492491748959010
878,6550399784335736
879,6526955903501879
880,4600155880464
881,4698163635895795
882,4914700582394237
883,4134456652433447
884,4986925034905735
885,38057513087029
886,4396682467723
887,4897067971111209737
888,2358122155477959
889,4306586894261180
890,3501365119557234
891,6535328428560433
892,4610064888664703
893,3540017235499519
894,4562827002127
895,6011393492413821
896,4806443445305
897,2268221587779419
898,60487002085
899,3527063666782582
900,2224100459250597
901,346243940647414
902,377264520876399
903,4373370572092720777
904,3583093681934489
905,3582402971899057
906,373213026644490
907,377834944388609
908,213186551511454
909,5410056176712193
910,4257110907449569602
911,3545578418030657
912,38817501916673
913,4734310647841293
914,378262805520186
915,577891228931
916,4669558618943766
917,4204237326785494
918,4714017207228610634
919,4157213332670159
920,4492677353108006
921,4593569795412
922,3543885983111461
923,3547336099599450
924,4911818930706644725
925,4659625317833446364
926,6011732631674654
927,4180192513916047166
928,4076173495454
929,501851115094
930,5301645381939419
931,5144043920225212
932,3548710338694745
933,6011826317034777
934,345225948700767
935,4243521033756702612
936,4844243189971
937,4481172224716138389
938,501894933032
939,2287277963630565
940,4168696938629925
941,4162872756672112717
942,30499715231997
943,2295963260374698
944,4975457191020
945,3524485462198080
946,676179782773
947,676327197445
948,3521260686633367
949,38534201672254
950,349813394357327
951,4598025465633
952,4457486401506
953,180038493344495
954,3554421171166228
955,6577777028615915
956,6011935564104173
957,180040131978916
958,3546436741611231
959,6517779374888867
960,4629125581019
961,3529788038921264
962,3542826960473004
963,6500249000784905
964,375623337201129
965,3528040995648998
966,3535211949888417
967,6011518448009279
968,2716017661090253
969,4225628813173670
970,4457136361520330110
971,3590946339258737
972,501818133297
973,180097223252063
974,6011099828110011
975,340214844585279
976,4318414072191879
977,3576207763781753
978,4893092478075970
979,3501285649323933
980,4575255480814133
981,4748866581408
982,3562793934111141
983,503886119844
